[INFO] [1743241632.472983, 119.822000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.505806, 119.855000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.506870, 119.856000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.507804, 119.857000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.508809, 119.858000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.509889, 119.859000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.510965, 119.860000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.511904, 119.861000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.512821, 119.862000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.513902, 119.863000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.514914, 119.864000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.515917, 119.865000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.517803, 119.866000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.518996, 119.867000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.519881, 119.868000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.520834, 119.869000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.521754, 119.870000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.522680, 119.871000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.523587, 119.872000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.524453, 119.873000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.525323, 119.874000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.526157, 119.875000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.527018, 119.876000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.527941, 119.877000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.528889, 119.878000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.529929, 119.879000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.530960, 119.880000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.532145, 119.881000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.533965, 119.883000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.535041, 119.884000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.536009, 119.885000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.537039, 119.886000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.537949, 119.887000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.538811, 119.887000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.539670, 119.888000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.540546, 119.889000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.541403, 119.890000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.542310, 119.891000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.543656, 119.892000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.544555, 119.893000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.545462, 119.894000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.546346, 119.895000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.547245, 119.896000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.549010, 119.897000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.550419, 119.899000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.551405, 119.900000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.552332, 119.901000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.553231, 119.902000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.554104, 119.903000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.554959, 119.904000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.555761, 119.904000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.556541, 119.905000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.557415, 119.906000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.558222, 119.907000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.559090, 119.908000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.559974, 119.909000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.560916, 119.910000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.561910, 119.911000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.562899, 119.912000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.563876, 119.913000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.565018, 119.914000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.566767, 119.915000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.567729, 119.916000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.568636, 119.917000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.569503, 119.918000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.570396, 119.919000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.571354, 119.920000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.572273, 119.921000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.573149, 119.922000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.573905, 119.923000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.574946, 119.924000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.575903, 119.925000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.576988, 119.926000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.577872, 119.927000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.578894, 119.928000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.579895, 119.929000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.580928, 119.930000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.582398, 119.931000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.584023, 119.933000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.584995, 119.934000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.585983, 119.935000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.586993, 119.936000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.587993, 119.937000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.588951, 119.938000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.589848, 119.938000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.590795, 119.939000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.591739, 119.940000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.592669, 119.941000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.593560, 119.942000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.594446, 119.943000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.595399, 119.944000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.596211, 119.945000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.596990, 119.946000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.599012, 119.948000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.600226, 119.949000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.601191, 119.950000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.602089, 119.951000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.603061, 119.952000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.603817, 119.953000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.604388, 119.953000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.604999, 119.954000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.605907, 119.955000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.606908, 119.956000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.607924, 119.957000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.608886, 119.958000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.609855, 119.959000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.611049, 119.959000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.611996, 119.961000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.613213, 119.962000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.614498, 119.963000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.615561, 119.964000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.616550, 119.965000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.617422, 119.966000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.618285, 119.967000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.619193, 119.968000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.620181, 119.969000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.621171, 119.970000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.622074, 119.971000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.622999, 119.972000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.623986, 119.973000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.624957, 119.974000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.625987, 119.975000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.626996, 119.976000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.628073, 119.977000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.629113, 119.978000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.631041, 119.979000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.632433, 119.981000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.633361, 119.982000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.634323, 119.983000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.635216, 119.984000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.636107, 119.985000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.636987, 119.986000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.637764, 119.986000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.638357, 119.987000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.639203, 119.988000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.639946, 119.989000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.640960, 119.990000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.641982, 119.991000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.642956, 119.992000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.643960, 119.993000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.646405, 119.995000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.647258, 119.996000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.647911, 119.997000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.648577, 119.997000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.649411, 119.998000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.650085, 119.999000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.651165, 120.000000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.652002, 120.001000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.652971, 120.002000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.654032, 120.003000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.655023, 120.004000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.655932, 120.005000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.656943, 120.006000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.657899, 120.007000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.658910, 120.008000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.659964, 120.009000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.661458, 120.010000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.662262, 120.011000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.662927, 120.012000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.663890, 120.013000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.665040, 120.014000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.666203, 120.015000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.667201, 120.016000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.668137, 120.017000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.669036, 120.018000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.669986, 120.019000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.671127, 120.020000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.672036, 120.021000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.672950, 120.022000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.673903, 120.023000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.674910, 120.024000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.676193, 120.025000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.677450, 120.026000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.678175, 120.027000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.679024, 120.028000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.679986, 120.029000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.681051, 120.030000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.681979, 120.031000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.683043, 120.032000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.684047, 120.033000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.685128, 120.034000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.686133, 120.035000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.687176, 120.036000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.688187, 120.037000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.689236, 120.038000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.690347, 120.039000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.691939, 120.040000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.693591, 120.042000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.694804, 120.043000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.695660, 120.044000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.696352, 120.045000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.697044, 120.046000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.697673, 120.046000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.698649, 120.047000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.699607, 120.048000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.700857, 120.049000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.701800, 120.050000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.702816, 120.051000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.703824, 120.052000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.704903, 120.054000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.705962, 120.054000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.706941, 120.055000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.708216, 120.057000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.710195, 120.059000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.711502, 120.060000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.712495, 120.061000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.713591, 120.062000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.714563, 120.063000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.715446, 120.064000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.716192, 120.065000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.717281, 120.066000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.718318, 120.067000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.719236, 120.068000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.720207, 120.069000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.721394, 120.070000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.722142, 120.071000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.722912, 120.071000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.723583, 120.072000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.740583, 120.089000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.742758, 120.091000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.743871, 120.092000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.744726, 120.093000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.745554, 120.094000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.746531, 120.095000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.747558, 120.096000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.748383, 120.097000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.749216, 120.098000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.750033, 120.099000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.750846, 120.099000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.751666, 120.100000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.752292, 120.101000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.753072, 120.102000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.754125, 120.103000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.754774, 120.103000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.755363, 120.104000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.755940, 120.104000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.756687, 120.105000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.758372, 120.107000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.759883, 120.108000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.760785, 120.109000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.761728, 120.110000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.762652, 120.111000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.763543, 120.112000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.764419, 120.113000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.765308, 120.114000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.766232, 120.115000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.767199, 120.116000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.768238, 120.117000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.769196, 120.118000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.770204, 120.119000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.771239, 120.120000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.773046, 120.121000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.774514, 120.123000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.775369, 120.124000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.776150, 120.125000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.777044, 120.125000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.777565, 120.126000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.778140, 120.127000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.778617, 120.127000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.779197, 120.128000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.780174, 120.129000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.781417, 120.130000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.782415, 120.131000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.783333, 120.132000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.784210, 120.133000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.785077, 120.134000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.785897, 120.134000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.786694, 120.135000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.788121, 120.136000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.789573, 120.138000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.790858, 120.139000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.791772, 120.140000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.793030, 120.141000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.793893, 120.142000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.794796, 120.143000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.795651, 120.144000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.796495, 120.145000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.797327, 120.146000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.798219, 120.147000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.799093, 120.148000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.799921, 120.148000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.800797, 120.149000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.801702, 120.150000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.802589, 120.151000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.803468, 120.152000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.804428, 120.153000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.806333, 120.154000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.807775, 120.156000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.809004, 120.157000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.809888, 120.158000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.810750, 120.159000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.811682, 120.160000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.812579, 120.161000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.813293, 120.162000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.813977, 120.162000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.814959, 120.163000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.815686, 120.164000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.816249, 120.165000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.816777, 120.165000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.817316, 120.166000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.817851, 120.166000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.818964, 120.167000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.820077, 120.168000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.821780, 120.170000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.822945, 120.171000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.823804, 120.172000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.824743, 120.173000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.825699, 120.174000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.826671, 120.175000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.827567, 120.176000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.828553, 120.177000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.829434, 120.178000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.830378, 120.179000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.831413, 120.180000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.832628, 120.181000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.833547, 120.182000]: Robot Position: x=0.00, y=-0.06
[INFO] [1743241632.834388, 120.183000]: Robot Position: x=0.00, y=-0.06
